file_name,sample_start,sample_end,timestamp_start,timestamp_end,scream_type,video_id
1gpfzCxiQ-A.wav,6657280,6697439.0,150.96,151.87,highfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,6741520,6789760.0,152.87,153.96,midfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,6800000,6869280.0,154.2,155.77,midfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,6875200,6906246.0,155.9,156.6,highfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,6935397,7011837.0,157.27,159.0,midfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,7034196,7096704.0,159.51,160.92,midfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,7099520,7131699.0,160.99,161.72,highfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,7620564,7730996.0,172.8,175.31,midfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,7835041,7915200.0,177.67,179.48,midfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,7919520,7950554.0,179.58,180.28,highfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,8059699,8180923.0,182.76,185.51,midfry,1gpfzCxiQ-A
1gpfzCxiQ-A.wav,8281258,8388456.0,187.78,190.21,midfry,1gpfzCxiQ-A
B3F10hXdmQY.wav,1823616,1903382.0,41.35,43.16,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,2543386,2590286.0,57.67,58.74,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,2603910,2758305.0,59.05,62.55,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,2845295,3064090.0,64.52,69.48,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,3142938,3357540.0,71.27,76.13,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,3447796,3660480.0,78.18,83.0,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,3750912,4142400.0,85.05,93.93,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,4145600,4195520.0,94.0,95.14,highfry,B3F10hXdmQY
B3F10hXdmQY.wav,4221120,4336000.0,95.72,98.32,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,4340160,4394880.0,98.42,99.66,highfry,B3F10hXdmQY
B3F10hXdmQY.wav,4413120,4732160.0,100.07,107.31,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,4835200,5027840.0,109.64,114.01,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,5133440,5330560.0,116.4,120.87,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,5436800,5485440.0,123.28,124.39,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,5494080,5650240.0,124.58,128.12,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,5734720,5798080.0,130.04,131.48,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,5813120,5991040.0,131.82,135.85,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,6008640,6125568.0,136.25,138.9,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,6130560,6183072.0,139.01,140.21,highfry,B3F10hXdmQY
B3F10hXdmQY.wav,6205472,6319712.0,140.71,143.3,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,6325536,6379296.0,143.44,144.66,highfry,B3F10hXdmQY
B3F10hXdmQY.wav,6398560,6515936.0,145.09,147.75,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,6760768,6773760.0,153.31,153.6,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,7088704,7215712.0,160.74,163.62,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,7538944,7596480.0,170.95,172.26,highfry,B3F10hXdmQY
B3F10hXdmQY.wav,7598976,7668640.0,172.31,173.89,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,7738752,7867776.0,175.48,178.41,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,7945504,8314513.0,180.17,188.54,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,8909152,8949696.0,202.02,202.94,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,8954624,8994048.0,203.05,203.95,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,8999872,9068864.0,204.08,205.64,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,9104928,9336544.0,206.46,211.71,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,9676800,9830688.0,219.43,222.92,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,9870784,10056256.0,223.83,228.03,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,10288992,10347552.0,233.31,234.64,highfry,B3F10hXdmQY
B3F10hXdmQY.wav,10349184,10417120.0,234.68,236.22,midfry,B3F10hXdmQY
B3F10hXdmQY.wav,10738336,10824800.0,243.5,245.46,midfry,B3F10hXdmQY
09KScSe4hIc.wav,1686361,1794359.0,38.24,40.69,midfry,09KScSe4hIc
09KScSe4hIc.wav,1810323,1919808.0,41.05,43.53,midfry,09KScSe4hIc
09KScSe4hIc.wav,1961539,2073829.0,44.48,47.03,midfry,09KScSe4hIc
09KScSe4hIc.wav,2090602,2249290.0,47.41,51.0,midfry,09KScSe4hIc
09KScSe4hIc.wav,2373120,2389824.0,53.81,54.19,midfry,09KScSe4hIc
09KScSe4hIc.wav,2798755,2913406.0,63.46,66.06,midfry,09KScSe4hIc
09KScSe4hIc.wav,2921222,3040814.0,66.24,68.95,midfry,09KScSe4hIc
09KScSe4hIc.wav,3077001,3321717.0,69.77,75.32,midfry,09KScSe4hIc
09KScSe4hIc.wav,3347130,3410233.0,75.9,77.33,midfry,09KScSe4hIc
09KScSe4hIc.wav,3640320,3815777.0,82.55,86.53,layered,09KScSe4hIc
09KScSe4hIc.wav,3898539,4100962.0,88.4,92.99,layered,09KScSe4hIc
09KScSe4hIc.wav,4201444,4374528.0,95.27,99.2,layered,09KScSe4hIc
09KScSe4hIc.wav,4386048,4573440.0,99.46,103.71,midfry,09KScSe4hIc
09KScSe4hIc.wav,5126976,5242715.0,116.26,118.88,midfry,09KScSe4hIc
09KScSe4hIc.wav,5251214,5360256.0,119.08,121.55,midfry,09KScSe4hIc
09KScSe4hIc.wav,5404902,5518656.0,122.56,125.14,midfry,09KScSe4hIc
09KScSe4hIc.wav,5523264,5719143.0,125.24,129.69,midfry,09KScSe4hIc
09KScSe4hIc.wav,5802416,5829551.0,131.57,132.19,midfry,09KScSe4hIc
09KScSe4hIc.wav,6161168,6249240.0,139.71,141.71,midfry,09KScSe4hIc
09KScSe4hIc.wav,7367616,7465737.0,167.07,169.29,midfry,09KScSe4hIc
09KScSe4hIc.wav,7489116,7602869.0,169.82,172.4,midfry,09KScSe4hIc
09KScSe4hIc.wav,7640064,7884990.0,173.24,178.8,midfry,09KScSe4hIc
09KScSe4hIc.wav,7907531,8024609.0,179.31,181.96,midfry,09KScSe4hIc
09KScSe4hIc.wav,8044247,8134010.0,182.41,184.44,midfry,09KScSe4hIc
09KScSe4hIc.wav,8206364,8381676.0,186.09,190.06,layered,09KScSe4hIc
09KScSe4hIc.wav,8449271,8657549.0,191.59,196.32,layered,09KScSe4hIc
09KScSe4hIc.wav,8760277,8936256.0,198.65,202.64,layered,09KScSe4hIc
09KScSe4hIc.wav,8948352,9085608.0,202.91,206.02,midfry,09KScSe4hIc
09KScSe4hIc.wav,9230400,9275328.0,209.31,210.32,midfry,09KScSe4hIc
Dhfy9TPga-c.wav,4073315,4167995.0,92.37,94.51,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4265984,4431239.0,96.73,100.48,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4463755,4530497.0,101.22,102.73,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4557006,4623749.0,103.33,104.85,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4653629,4761578.0,105.52,107.97,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,4862203,5030400.0,110.25,114.07,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,5033600,5198090.0,114.14,117.87,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,5254584,5406682.0,119.15,122.6,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,5413116,5596350.0,122.75,126.9,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,5642862,5799838.0,127.96,131.52,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,5805658,5977536.0,131.65,135.55,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6031203,6195066.0,136.76,140.48,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,6200901,6370225.0,140.61,144.45,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6418209,6502400.0,145.54,147.45,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6513920,6580690.0,147.71,149.22,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6606682,6693927.0,149.81,151.79,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6707379,6790357.0,152.09,153.98,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6801322,6888128.0,154.22,156.19,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6905289,6980821.0,156.58,158.3,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,6999626,7077347.0,158.72,160.48,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7092723,7186647.0,160.83,162.96,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7195073,7341091.0,163.15,166.46,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,7346684,7520640.0,166.59,170.54,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7581962,7750890.0,171.93,175.76,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,7758502,7934901.0,175.93,179.93,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,7975738,8126498.0,180.86,184.27,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,8133223,8302617.0,184.43,188.27,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8357087,8517595.0,189.5,193.14,clean,Dhfy9TPga-c
Dhfy9TPga-c.wav,8524335,8705378.0,193.3,197.4,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8748772,8823904.0,198.38,200.09,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8844160,8928554.0,200.55,202.46,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,8940937,9014497.0,202.74,204.41,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9037873,9115458.0,204.94,206.7,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9137252,9210240.0,207.19,208.85,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9234693,9300369.0,209.4,210.89,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9332128,9403898.0,211.61,213.24,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9419926,9503758.0,213.6,215.5,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9523311,9586755.0,215.95,217.39,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9619850,9698441.0,218.14,219.92,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9725279,9793466.0,220.53,222.07,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9811435,9907471.0,222.48,224.66,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,9915307,9989667.0,224.84,226.52,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,10009669,10082588.0,226.98,228.63,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,10103145,10177296.0,229.1,230.78,midfry,Dhfy9TPga-c
Dhfy9TPga-c.wav,10184960,10303516.0,230.95,233.64,midfry,Dhfy9TPga-c
BR2kSva4NT8.wav,512218,705296.0,11.61,15.99,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,746165,1114306.0,16.92,25.27,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,1169262,2195139.0,26.51,49.78,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2238379,2419283.0,50.76,54.86,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2434988,2704927.0,55.22,61.34,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2736263,2845696.0,62.05,64.53,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,2901248,3275776.0,65.79,74.28,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3425408,3509632.0,77.67,79.58,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3587584,3676288.0,81.35,83.36,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3806208,3908653.0,86.31,88.63,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,3934546,4173588.0,89.22,94.64,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,4611788,4734408.0,104.58,107.36,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,4756107,4868173.0,107.85,110.39,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,4894583,5162329.0,110.99,117.06,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,5741723,5852596.0,130.2,132.71,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,5876259,6027220.0,133.25,136.67,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6039351,6328188.0,136.95,143.5,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6375081,6462598.0,144.56,146.54,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6529280,6880961.0,148.06,156.03,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,6924853,7042862.0,157.03,159.7,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7061018,7172672.0,160.11,162.65,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7208361,7482286.0,163.45,169.67,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7543588,7633722.0,171.06,173.1,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7636136,7722831.0,173.16,175.12,midfry,BR2kSva4NT8
BR2kSva4NT8.wav,7819701,7902504.0,177.32,179.2,midfry,BR2kSva4NT8
ainbICPRV8Y.wav,3096725,3470133.0,64.52,72.29,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4032698,4147879.0,84.01,86.41,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4201959,4315009.0,87.54,89.9,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4354109,4464384.0,90.71,93.01,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,4505088,4717579.0,93.86,98.28,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,5291898,5387619.0,110.25,112.24,midfry,ainbICPRV8Y
ainbICPRV8Y.wav,5444784,5529984.0,113.43,115.21,midfry,ainbICPRV8Y
