file_name	sample_start	sample_end	timestamp_start	timestamp_end	scream_type	video_id	audio
4600fGWcn9o.wav	8366604	9157737	189.72	207.66	clean	4600fGWcn9o	[0.28107547 0.26549577 0.25559252 ... 0.2730491  0.26343577 0.20603046]
4600fGWcn9o.wav	9168065	9291499	207.89	210.69	midfry	4600fGWcn9o	"[-0.07069233 -0.03918647 -0.04451681 ...  0.15126192  0.12931074
  0.07880305]"
4600fGWcn9o.wav	9323643	9801600	211.42	222.26	clean	4600fGWcn9o	"[-0.08656367 -0.16719092 -0.25218182 ... -0.41528664 -0.49529713
 -0.51259753]"
4600fGWcn9o.wav	9822720	10177410	222.74	230.78	midfry	4600fGWcn9o	"[ 0.03077585 -0.00659483  0.0105302  ...  0.17601574  0.15952099
  0.13747675]"
4600fGWcn9o.wav	10303304	10427522	233.64	236.45	midfry	4600fGWcn9o	"[-0.80373204 -0.6035549  -0.33169942 ...  0.26025013  0.33759372
  0.4427749 ]"
4600fGWcn9o.wav	10799656	11044160	244.89	250.43	clean	4600fGWcn9o	"[ 0.05304117 -0.02810755 -0.02609333 ...  0.32416761  0.20952483
  0.13612781]"
4600fGWcn9o.wav	11048960	11278464	250.54	255.75	midfry	4600fGWcn9o	"[-0.29544969 -0.33397931 -0.35637989 ... -0.32284005 -0.23209326
 -0.16177862]"
4600fGWcn9o.wav	11281644	11582592	255.82	262.64	clean	4600fGWcn9o	"[ 0.65579699  0.70342112  0.80521561 ... -0.19779046 -0.2896054
 -0.44973601]"
4600fGWcn9o.wav	11587968	11758061	262.77	266.62	midfry	4600fGWcn9o	"[-0.02799116 -0.13154763 -0.27022056 ... -0.10544212 -0.13131579
 -0.05553409]"
4600fGWcn9o.wav	11864269	12214479	269.03	276.97	clean	4600fGWcn9o	"[ 0.06400665  0.03957088 -0.00737151 ...  0.16695682  0.12834267
  0.0757697 ]"
4600fGWcn9o.wav	12229217	12491989	277.31	283.27	clean	4600fGWcn9o	"[ 0.44766922  0.38820593  0.39019318 ... -0.26251656 -0.24883692
 -0.24966879]"
4600fGWcn9o.wav	12521257	12863883	283.93	291.7	clean	4600fGWcn9o	[0.15683562 0.18934957 0.1733155  ... 0.16069425 0.10235361 0.03964704]
4600fGWcn9o.wav	12885332	13052683	292.18	295.98	clean	4600fGWcn9o	"[ 0.37157747  0.33095587  0.31218806 ... -0.40163431 -0.42594429
 -0.41799317]"
4600fGWcn9o.wav	13058695	13208576	296.12	299.51	midfry	4600fGWcn9o	"[-0.04432814 -0.00923185  0.04301584 ...  0.04535051  0.05810724
  0.02986236]"
4600fGWcn9o.wav	13244416	13529088	300.33	306.78	midfry	4600fGWcn9o	"[ 0.44151128  0.37360759  0.2832728  ... -0.74874111 -0.7325663
 -0.69418928]"
4600fGWcn9o.wav	13559409	13876676	307.47	314.66	midfry	4600fGWcn9o	"[-0.31510361 -0.33228553 -0.32012391 ...  0.68311106  0.5688345
  0.37569811]"
4600fGWcn9o.wav	13901960	14561254	315.24	330.19	midfry	4600fGWcn9o	"[-0.17859432 -0.12581256 -0.08743553 ...  0.42075869  0.43821528
  0.4741966 ]"
GLu-E42-RmA.wav	757248	896116	17.17	20.32	midfry	GLu-E42-RmA	"[ 0.10411162  0.24068869  0.35430937 ... -0.3237289  -0.33382702
 -0.40710571]"
GLu-E42-RmA.wav	915664	1043940	20.76	23.67	midfry	GLu-E42-RmA	"[ 0.0672598   0.04546795 -0.02726439 ...  0.34655591  0.25163848
  0.13158671]"
GLu-E42-RmA.wav	1069336	1205669	24.25	27.34	highfry	GLu-E42-RmA	"[ 0.29150946  0.25984534  0.20694709 ... -0.15102429 -0.10253812
 -0.03476661]"
GLu-E42-RmA.wav	1242112	1338682	28.17	30.36	midfry	GLu-E42-RmA	[0.07416892 0.1954927  0.0307977  ... 0.1322781  0.14225762 0.10848589]
GLu-E42-RmA.wav	1352629	1967616	30.67	44.62	midfry	GLu-E42-RmA	"[ 0.04965336 -0.01381756 -0.0204455  ... -0.05823918 -0.06485107
 -0.11771408]"
GLu-E42-RmA.wav	1975680	2618776	44.8	59.38	clean	GLu-E42-RmA	[0.02914903 0.08086404 0.11211404 ... 0.43972547 0.4580117  0.37612052]
GLu-E42-RmA.wav	2625161	2915670	59.53	66.11	midfry	GLu-E42-RmA	"[ 0.15807386  0.12328872  0.10690031 ...  0.11186742 -0.13374419
 -0.01238713]"
GLu-E42-RmA.wav	2919616	3235008	66.2	73.36	clean	GLu-E42-RmA	"[-0.04536707  0.21867143  0.2164054  ...  0.03892597  0.30625485
  0.38891821]"
GLu-E42-RmA.wav	3331857	3614640	75.55	81.96	midfry	GLu-E42-RmA	"[-0.09321898 -0.04563963 -0.0098429  ... -0.0568772  -0.13850593
 -0.21607887]"
GLu-E42-RmA.wav	3623074	3950699	82.16	89.59	highfry	GLu-E42-RmA	"[-0.47812564 -0.40876561 -0.39654707 ... -0.23696028 -0.27440931
 -0.30373379]"
GLu-E42-RmA.wav	4002671	4608549	90.76	104.5	clean	GLu-E42-RmA	"[ 0.4051098   0.41007943  0.4163658  ... -0.13815147 -0.10306673
 -0.11727477]"
GLu-E42-RmA.wav	4638982	4920184	105.19	111.57	midfry	GLu-E42-RmA	"[-0.07469405 -0.13110752 -0.1592761  ... -0.50996429 -0.20499283
  0.09520249]"
GLu-E42-RmA.wav	4949326	5225491	112.23	118.49	midfry	GLu-E42-RmA	[0.26205145 0.26579818 0.20458073 ... 0.34035649 0.28890561 0.24700183]
GLu-E42-RmA.wav	5306521	5930400	120.33	134.48	midfry	GLu-E42-RmA	"[-0.42030091 -0.49037141 -0.47405927 ...  0.60722678  0.54631184
  0.56926176]"
GLu-E42-RmA.wav	5931296	6559132	134.5	148.73	clean	GLu-E42-RmA	"[-0.53858826 -0.46373378 -0.3802344  ... -0.37370758 -0.27265168
 -0.06806094]"
GLu-E42-RmA.wav	6577248	6847727	149.14	155.28	midfry	GLu-E42-RmA	"[-0.3015812  -0.24983579 -0.33344548 ...  0.4610788   0.5317281
  0.47429551]"
GLu-E42-RmA.wav	6860032	7168269	155.56	162.55	clean	GLu-E42-RmA	"[-0.18466174  0.10051562  0.16840094 ...  0.0540784  -0.04935702
 -0.133938  ]"
GLu-E42-RmA.wav	7555298	7850363	171.32	178.01	midfry	GLu-E42-RmA	"[ 0.1020946   0.09067369  0.07778857 ... -0.01724696 -0.02108476
 -0.01046531]"
GLu-E42-RmA.wav	8068304	8138034	182.95	184.54	midfry	GLu-E42-RmA	"[ 0.78716671  0.56104283  0.33892042 ... -0.09785227 -0.1501572
  0.0030011 ]"
ebSxxr726_8.wav	3804481	4195611	86.27	95.14	highfry	ebSxxr726_8	"[-0.07954349 -0.06534239 -0.04653458 ...  0.26043435  0.25032039
  0.2506148 ]"
ebSxxr726_8.wav	5074966	6188578	115.08	140.33	highfry	ebSxxr726_8	"[ 0.08208126  0.11899007  0.14739025 ... -0.11781421 -0.13149987
 -0.16708584]"
ebSxxr726_8.wav	6203326	6343796	140.66	143.85	highfry	ebSxxr726_8	[0.04966334 0.02763567 0.01673611 ... 0.60925057 0.61942935 0.60269325]
ebSxxr726_8.wav	6350784	8944944	144.01	202.83	clean	ebSxxr726_8	"[-0.21287233 -0.25246327 -0.27479912 ...  0.03153965  0.0269621
  0.03806509]"
ebSxxr726_8.wav	10796160	10848096	244.81	245.99	lowfry	ebSxxr726_8	[0.04837369 0.10485059 0.150051   ... 0.07721658 0.10343395 0.1076461 ]
ebSxxr726_8.wav	10850112	10898496	246.03	247.13	highfry	ebSxxr726_8	"[-0.05242703 -0.11353858 -0.11189124 ... -0.19736106 -0.20329468
 -0.18021591]"
ebSxxr726_8.wav	10930464	11007360	247.86	249.6	highfry	ebSxxr726_8	"[ 0.26062968  0.34315421  0.52542928 ...  0.00311379 -0.07103447
 -0.04991168]"
ebSxxr726_8.wav	11009952	11073616	249.66	251.1	lowfry	ebSxxr726_8	[0.43397182 0.63657075 0.71242933 ... 0.09032993 0.14671758 0.21468652]
ebSxxr726_8.wav	11102688	11179584	251.76	253.51	highfry	ebSxxr726_8	[0.14334703 0.23415959 0.24286311 ... 0.20300097 0.14844729 0.05648587]
ebSxxr726_8.wav	11233660	11350656	254.73	257.38	highfry	ebSxxr726_8	"[-0.1158332  -0.17919857 -0.07669001 ...  0.11444861  0.13357224
  0.18011077]"
ebSxxr726_8.wav	11355560	11479607	257.5	260.31	clean	ebSxxr726_8	[0.24105284 0.36269153 0.30143617 ... 0.28436938 0.22030218 0.15655532]
ebSxxr726_8.wav	12742646	12784600	288.95	289.9	midfry	ebSxxr726_8	"[ 0.2259939   0.26704101  0.17987948 ... -0.1206566  -0.10216779
 -0.16051025]"
ebSxxr726_8.wav	14350636	14464800	325.41	328.0	clean	ebSxxr726_8	"[-0.22607775 -0.07657814  0.08117783 ...  0.24538106  0.26179754
  0.28727868]"
ebSxxr726_8.wav	14466144	15080576	328.03	341.96	layered	ebSxxr726_8	[0.10082251 0.1168633  0.13456027 ... 0.46886747 0.45692061 0.41661394]
ebSxxr726_8.wav	15083264	16573780	342.02	375.82	clean	ebSxxr726_8	"[ 0.02222222 -0.02518416 -0.03406998 ...  0.21724985  0.19700737
  0.20538674]"
ebSxxr726_8.wav	17861151	20514569	405.01	465.18	clean	ebSxxr726_8	"[-0.24350551 -0.26175596 -0.25498994 ... -0.1286078  -0.18282499
 -0.21320086]"
ebSxxr726_8.wav	20623831	20897261	467.66	473.86	highfry	ebSxxr726_8	"[-0.04417356 -0.05155446 -0.08130172 ...  0.05024976  0.04605607
  0.08484306]"
ebSxxr726_8.wav	21037743	21111835	477.05	478.73	clean	ebSxxr726_8	"[ 0.09235737 -0.01351903 -0.00324846 ...  0.19718337  0.19551051
  0.14195958]"
ebSxxr726_8.wav	21171200	21414912	480.07	485.6	clean	ebSxxr726_8	"[-0.34433813 -0.28791524 -0.18212001 ...  0.1569209   0.13069591
  0.06242889]"
ebSxxr726_8.wav	21466112	21716352	486.76	492.43	clean	ebSxxr726_8	"[-0.02035791  0.05727613  0.04850177 ... -0.28667545 -0.35047167
 -0.34200943]"
ebSxxr726_8.wav	21725568	22217856	492.64	503.81	highfry	ebSxxr726_8	"[-0.13919008 -0.15861083 -0.14810531 ... -0.1426116  -0.17803158
  0.00448171]"
ebSxxr726_8.wav	22228224	22344440	504.04	506.68	clean	ebSxxr726_8	"[-0.0369408  -0.0354536  -0.03907759 ...  0.12313031  0.11427546
  0.05174447]"
ebSxxr726_8.wav	22345792	22588616	506.71	512.21	highfry	ebSxxr726_8	[0.17327883 0.15939729 0.13213112 ... 0.24573215 0.15320991 0.06533622]
ebSxxr726_8.wav	22613010	22718444	512.77	515.16	highfry	ebSxxr726_8	"[-0.14975119 -0.21402946 -0.34048639 ... -0.08815117 -0.0927968
 -0.12546498]"
ebSxxr726_8.wav	22742898	22864000	515.71	518.46	highfry	ebSxxr726_8	"[ 0.05616878 -0.00077637 -0.00644726 ...  0.08523207  0.1541097
  0.16798312]"
ebSxxr726_8.wav	22865136	22973978	518.48	520.95	clean	ebSxxr726_8	[0.19109157 0.2606036  0.32609478 ... 0.07947807 0.10482344 0.13326658]
iVvXB-Vwnco.wav	1667682	1775687	37.82	40.27	midfry	iVvXB-Vwnco	"[-0.36103397 -0.35724967 -0.3206122  ...  0.37542344  0.34606464
  0.35100864]"
iVvXB-Vwnco.wav	1827657	2083022	41.44	47.23	midfry	iVvXB-Vwnco	"[ 0.17921995  0.28296762  0.35700552 ... -0.25150304 -0.17258217
 -0.15923032]"
iVvXB-Vwnco.wav	2106021	2224892	47.76	50.45	midfry	iVvXB-Vwnco	"[-0.11063157  0.08617989  0.23734411 ... -0.33253978 -0.24815691
 -0.18400197]"
iVvXB-Vwnco.wav	2245551	2393949	50.92	54.28	midfry	iVvXB-Vwnco	"[ 0.19828895  0.17995186  0.15753645 ... -0.10057802 -0.17449366
 -0.21638072]"
iVvXB-Vwnco.wav	2403439	2548269	54.5	57.78	midfry	iVvXB-Vwnco	[0.33771783 0.39120151 0.36077456 ... 0.12721641 0.08571123 0.03012177]
iVvXB-Vwnco.wav	2558721	2861227	58.02	64.88	midfry	iVvXB-Vwnco	"[-0.02958769 -0.04011658 -0.10332041 ...  0.4374218   0.44186224
  0.42757958]"
iVvXB-Vwnco.wav	2923380	3110851	66.29	70.54	clean	iVvXB-Vwnco	[0.20439772 0.17615284 0.12532426 ... 0.17867061 0.19980468 0.15825373]
iVvXB-Vwnco.wav	3161964	3590641	71.7	81.42	clean	iVvXB-Vwnco	"[-0.02265999  0.03062532  0.05510117 ... -0.25565355 -0.24008911
 -0.21182897]"
iVvXB-Vwnco.wav	3641493	3956815	82.57	89.72	clean	iVvXB-Vwnco	"[-0.23403119 -0.29389325 -0.36811426 ... -0.30761132 -0.2957091
 -0.29966124]"
iVvXB-Vwnco.wav	4313006	4572104	97.8	103.68	midfry	iVvXB-Vwnco	[0.32538835 0.39944151 0.55479598 ... 0.55955687 0.58659627 0.57181005]
iVvXB-Vwnco.wav	4611189	4864167	104.56	110.3	midfry	iVvXB-Vwnco	"[-0.05592517 -0.15945921 -0.15149388 ...  0.04835658  0.04245125
  0.02841273]"
iVvXB-Vwnco.wav	5035183	5078651	114.18	115.16	midfry	iVvXB-Vwnco	"[-0.10696251 -0.13477525 -0.16272782 ... -0.26695567 -0.21184294
 -0.19956805]"
iVvXB-Vwnco.wav	5123999	5221322	116.19	118.4	midfry	iVvXB-Vwnco	[0.58000427 0.52221747 0.40583514 ... 0.39860225 0.36066774 0.42495499]
iVvXB-Vwnco.wav	5286335	5467493	119.87	123.98	midfry	iVvXB-Vwnco	[0.79619739 0.84647664 0.90763573 ... 0.23599963 0.24307993 0.29554125]
iVvXB-Vwnco.wav	7454895	7652793	169.05	173.53	clean	iVvXB-Vwnco	"[ 0.24436171  0.29384747  0.30158391 ...  0.01464888 -0.13521226
 -0.22856838]"
iVvXB-Vwnco.wav	7696330	8137272	174.52	184.52	clean	iVvXB-Vwnco	"[ 0.09341716  0.08261361  0.08093509 ...  0.0909299   0.00509659
 -0.10881375]"
iVvXB-Vwnco.wav	8181189	8498224	185.51	192.7	clean	iVvXB-Vwnco	"[-0.14448988 -0.09146397 -0.06173894 ... -0.20374157 -0.18070009
 -0.16841639]"
F3A_3c882us.wav	63200	141056	1.32	2.94	lowfry	F3A_3c882us	"[-0.2616657  -0.09817804  0.05874813 ... -0.12015137 -0.28365429
 -0.35204627]"
F3A_3c882us.wav	149248	376320	3.11	7.84	highfry	F3A_3c882us	"[-0.33722953 -0.28522599 -0.241142   ...  0.23783074  0.23314615
  0.22978912]"
F3A_3c882us.wav	403200	573408	8.4	11.95	highfry	F3A_3c882us	"[ 0.00975066  0.02679525  0.03843806 ... -0.44770653 -0.42814417
 -0.38267159]"
F3A_3c882us.wav	574416	737920	11.97	15.37	lowfry	F3A_3c882us	"[ 0.11185034 -0.13460189 -0.18663594 ... -0.20351268 -0.12028871
  0.00369274]"
F3A_3c882us.wav	744640	864000	15.51	18.0	highfry	F3A_3c882us	"[ 0.01283303 -0.01980651 -0.04094058 ... -0.36835841 -0.49127171
 -0.49539171]"
F3A_3c882us.wav	864576	1081856	18.01	22.54	lowfry	F3A_3c882us	"[-0.4336375  -0.27829829 -0.0311594  ...  0.02713095  0.02282785
  0.01268044]"
F3A_3c882us.wav	1086464	1205914	22.63	25.12	highfry	F3A_3c882us	"[ 0.26918851  0.25171667  0.23783074 ... -0.06454665  0.20004883
  0.44524979]"
F3A_3c882us.wav	1207136	1936512	25.15	40.34	layered	F3A_3c882us	[0.20873135 0.15530869 0.03230384 ... 0.11890011 0.08279672 0.0179754 ]
F3A_3c882us.wav	2623840	2788704	54.66	58.1	lowfry	F3A_3c882us	"[-0.76532792 -0.77727592 -0.68495743 ... -0.26139103 -0.28302866
 -0.30616169]"
F3A_3c882us.wav	2792448	2910080	58.18	60.63	highfry	F3A_3c882us	"[ 0.26876125  0.26631977  0.22919401 ... -0.26178777 -0.34615619
 -0.39593188]"
F3A_3c882us.wav	2910880	3129408	60.64	65.2	lowfry	F3A_3c882us	[0.50009156 0.45309305 0.43653676 ... 0.02578814 0.03613392 0.03991821]
F3A_3c882us.wav	3134208	3250464	65.3	67.72	highfry	F3A_3c882us	"[-0.10065004 -0.15500351 -0.20091861 ... -0.14192633 -0.09405805
  0.00781274]"
F3A_3c882us.wav	3251920	3306960	67.75	68.9	lowfry	F3A_3c882us	[0.60187078 0.63400678 0.56387524 ... 0.35152745 0.22177801 0.15887936]
F3A_3c882us.wav	3987456	4692502	83.07	97.76	lowfry	F3A_3c882us	"[-0.64220099 -0.60640278 -0.58528397 ... -0.48896756 -0.53714103
 -0.56975005]"
F3A_3c882us.wav	5355449	5436724	111.57	113.27	lowfry	F3A_3c882us	"[-0.19623402 -0.0933256  -0.07385479 ...  0.48406934  0.44781335
  0.42609943]"
F3A_3c882us.wav	5438720	5669553	113.31	118.12	highfry	F3A_3c882us	"[-0.16673788 -0.16997284 -0.1515244  ...  0.02446059  0.05914487
  0.07969909]"
F3A_3c882us.wav	5692928	5886752	118.6	122.64	highfry	F3A_3c882us	"[ 0.14876247  0.15483566  0.14880825 ... -0.111713   -0.04544206
  0.03305155]"
F3A_3c882us.wav	6526537	7254823	135.97	151.14	lowfry	F3A_3c882us	"[-0.23281045 -0.30350658 -0.31711783 ...  0.73374126  0.74997711
  0.65726188]"
F3A_3c882us.wav	7418671	7464718	154.56	155.51	lowfry	F3A_3c882us	"[ 0.03324992  0.06544694  0.09524827 ... -0.38763085 -0.33812983
 -0.29226051]"
F3A_3c882us.wav	7586816	8056855	158.06	167.85	lowfry	F3A_3c882us	"[ 0.0729545   0.02533036 -0.05107273 ... -0.0302591   0.02803125
  0.05232398]"
1gpfzCxiQ-A.wav	1382400	1569600	31.35	35.59	midfry	1gpfzCxiQ-A	[0.21697156 0.19718779 0.1623601  ... 0.27288291 0.27454741 0.27870074]
1gpfzCxiQ-A.wav	1633600	1792960	37.04	40.66	midfry	1gpfzCxiQ-A	"[-0.01316865 -0.04964675 -0.08988962 ...  0.18727672  0.20400186
  0.23122026]"
1gpfzCxiQ-A.wav	1828160	2022080	41.45	45.85	midfry	1gpfzCxiQ-A	"[-0.02003574  0.02153802  0.03654506 ...  0.18886095  0.19586634
  0.17573572]"
1gpfzCxiQ-A.wav	2048640	2245120	46.45	50.91	midfry	1gpfzCxiQ-A	"[-0.14216101 -0.15301742 -0.15411135 ... -0.02459682 -0.00260222
  0.04680689]"
1gpfzCxiQ-A.wav	2717440	2911040	61.62	66.01	midfry	1gpfzCxiQ-A	"[-0.23043261 -0.27325581 -0.24206052 ...  0.18292073  0.16812016
  0.16164979]"
1gpfzCxiQ-A.wav	2948800	3126080	66.87	70.89	midfry	1gpfzCxiQ-A	"[-0.25787724 -0.2170317  -0.17548631 ...  0.17535907  0.17457969
  0.15657457]"
1gpfzCxiQ-A.wav	3164800	3339840	71.76	75.73	midfry	1gpfzCxiQ-A	"[ 0.15725307  0.12273826  0.05219048 ... -0.30406494 -0.24174309
 -0.19842917]"
1gpfzCxiQ-A.wav	3353280	3562240	76.04	80.78	midfry	1gpfzCxiQ-A	"[-0.02227463 -0.03912801 -0.05858556 ... -0.08036884 -0.03244562
  0.00646947]"
1gpfzCxiQ-A.wav	3577280	3695680	81.12	83.8	midfry	1gpfzCxiQ-A	[0.14467694 0.20767168 0.21054301 ... 0.01619684 0.03823151 0.00250646]
1gpfzCxiQ-A.wav	3805440	3909120	86.29	88.64	midfry	1gpfzCxiQ-A	"[ 0.18106077  0.16388666  0.16700458 ... -0.01575997  0.14575844
  0.30107509]"
1gpfzCxiQ-A.wav	4023040	4141440	91.23	93.91	midfry	1gpfzCxiQ-A	"[ 0.45186851  0.41949827  0.34242215 ... -0.13709343 -0.1784083
 -0.21219723]"
1gpfzCxiQ-A.wav	4247360	4348480	96.31	98.6	midfry	1gpfzCxiQ-A	"[ 0.00688605  0.11160034  0.12826922 ... -0.05710786 -0.06386148
 -0.11901609]"
1gpfzCxiQ-A.wav	4959360	5127180	112.46	116.26	midfry	1gpfzCxiQ-A	[0.13189577 0.12070029 0.09008307 ... 0.32760579 0.31409008 0.31509605]
1gpfzCxiQ-A.wav	5157660	5223680	116.95	118.45	midfry	1gpfzCxiQ-A	[0.74844677 0.85733197 0.91905535 ... 0.29327873 0.3242375  0.37212299]
1gpfzCxiQ-A.wav	5242240	5361042	118.87	121.57	midfry	1gpfzCxiQ-A	"[-0.04492178 -0.04408573 -0.16105278 ... -0.20037944 -0.17256459
 -0.1704423 ]"
1gpfzCxiQ-A.wav	6269760	6463188	142.17	146.56	midfry	1gpfzCxiQ-A	"[ 0.2266125   0.26952653  0.21232932 ... -0.36362464 -0.43151005
 -0.49983073]"
1gpfzCxiQ-A.wav	6493120	6560640	147.24	148.77	midfry	1gpfzCxiQ-A	"[-0.11634444 -0.13775195 -0.08467023 ... -0.02514397 -0.00503908
  0.01453449]"
1gpfzCxiQ-A.wav	6576000	6650560	149.12	150.81	midfry	1gpfzCxiQ-A	"[-0.31935704 -0.27752547 -0.2418413  ... -0.14768377 -0.17222475
 -0.16422825]"
1gpfzCxiQ-A.wav	6657280	6697439	150.96	151.87	highfry	1gpfzCxiQ-A	"[-0.07389829 -0.02304556  0.0030188  ... -0.54630898 -0.51861073
 -0.50843396]"
1gpfzCxiQ-A.wav	6741520	6789760	152.87	153.96	midfry	1gpfzCxiQ-A	"[ 0.47433188  0.44217003  0.37781224 ... -0.11705754 -0.08876466
 -0.05680734]"
1gpfzCxiQ-A.wav	6800000	6869280	154.2	155.77	midfry	1gpfzCxiQ-A	[0.01267546 0.00453896 0.00759855 ... 0.08165084 0.14541481 0.18308817]
1gpfzCxiQ-A.wav	6875200	6906246	155.9	156.6	highfry	1gpfzCxiQ-A	[0.23518111 0.29954863 0.34101168 ... 0.57311523 0.56048793 0.57509233]
1gpfzCxiQ-A.wav	6935397	7011837	157.27	159.0	midfry	1gpfzCxiQ-A	"[ 0.02880444  0.05101295 -0.00164086 ... -0.25321268 -0.22939581
 -0.24609686]"
1gpfzCxiQ-A.wav	7034196	7096704	159.51	160.92	midfry	1gpfzCxiQ-A	[0.12091179 0.18193402 0.22674501 ... 0.32003044 0.383318   0.35029378]
1gpfzCxiQ-A.wav	7099520	7131699	160.99	161.72	highfry	1gpfzCxiQ-A	"[-0.33915905 -0.33095064 -0.28819013 ... -0.16464351 -0.06840951
  0.04844607]"
1gpfzCxiQ-A.wav	7620564	7730996	172.8	175.31	midfry	1gpfzCxiQ-A	[0.1722451  0.12557328 0.04179781 ... 0.24870056 0.25384436 0.21274797]
1gpfzCxiQ-A.wav	7835041	7915200	177.67	179.48	midfry	1gpfzCxiQ-A	"[ 0.44951056  0.41461446  0.37181865 ... -0.56776576 -0.59175683
 -0.53546282]"
1gpfzCxiQ-A.wav	7919520	7950554	179.58	180.28	highfry	1gpfzCxiQ-A	"[-0.20287626 -0.12442532 -0.18525548 ...  0.125816    0.11290718
  0.12822107]"
